order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_month,delivery_time_days,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,payment_sequential,payment_type,payment_installments,payment_value,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english,product_category
61533cd20b6e0d2b003a57dd6b78fddb,b444e11307ca74582c1afbe4fbc3062d,invoiced,2017-12-14 18:53:55,2017-12-14 19:10:24,,,2018-01-16,2017-12,,1.0,75d6b6963340c6063f7f4cfcccfe6a30,cc419e0650a3c5ba77189a1882b7556a,2017-12-21 19:10:24,56.99,15.15,1.0,credit_card,1.0,72.14,22ccc8b901cedd4286cb243f91085642,1.0,,Comprei o produto mas não me foi entregue nada até o momento,2018-01-18 00:00:00,2018-01-20 18:46:17,perfumaria,51.0,999.0,2.0,400.0,18.0,11.0,20.0,perfumery,perfumery
4f519ece529392f7272828e7c16e1a78,4e58705c154cc734bd02c659f9079e16,delivered,2018-08-25 16:41:38,2018-08-25 16:55:25,2018-08-27 13:37:00,2018-08-28 18:42:37,2018-08-30,2018-08,3.0,1.0,d33a74e1b6cfc152b6b3f43324d54987,9f505651f4a6abe901a56cdc21508025,2018-08-28 16:55:25,14.99,8.29,1.0,credit_card,1.0,23.28,66604416d9159fef26fed91323bae0b6,5.0,,,2018-08-29 00:00:00,2018-08-30 18:09:07,informatica_acessorios,56.0,366.0,1.0,350.0,27.0,4.0,34.0,computers_accessories,computers_accessories
1f55d59fd95c97d28af581c3c7b4f267,3950e328dbdb596aeb142021124a6d77,delivered,2018-08-01 23:23:42,2018-08-01 23:35:13,2018-08-10 19:07:00,2018-08-14 15:56:46,2018-08-09,2018-08,12.0,1.0,cf857bce01d442bb8631a548a4432def,271c58a1d139c45eaf3316107c6d3a3b,2018-08-08 23:35:13,119.9,11.86,1.0,credit_card,7.0,131.76,16ac23eeedd7ba5eeca8d2263f1cefab,2.0,,,2018-08-11 00:00:00,2018-08-16 14:35:05,bebes,56.0,1123.0,4.0,1533.0,39.0,13.0,32.0,baby,baby
f13d3d8076b01ae10a38dc2b57e9f17b,de1fb762971b0f856211554c3d21d05f,delivered,2017-08-05 15:48:48,2017-08-05 16:03:16,2017-08-07 17:47:34,2017-08-11 19:15:34,2017-08-29,2017-08,6.0,1.0,7e8c9cebda42cbe9ae5ae912f81db940,57e632711dec9ec14ca7546769483e7e,2017-08-10 16:03:16,89.9,15.38,1.0,credit_card,1.0,105.28,888ba935364111fe1cf63cbf77e44236,5.0,,,2017-08-12 00:00:00,2017-08-15 05:49:24,beleza_saude,51.0,1974.0,2.0,200.0,17.0,13.0,13.0,health_beauty,health_beauty
1c6538c8fc11f02d495ed84516f5c645,a3cfe1fa5dc5b58a54aef0aa5da71b45,delivered,2018-04-30 14:17:06,2018-04-30 14:32:34,2018-05-03 15:21:00,2018-06-05 23:21:01,2018-05-23,2018-04,36.0,1.0,2b4042dfabc3fe9d3f16951a8e1a3b70,3d8fa2f5b647373c8620330c4e077a9f,2018-05-07 14:30:30,69.99,19.46,1.0,credit_card,5.0,89.45,eacb9e8bda12baa5720c268ca99435f0,1.0,ruim,"fiz duas compras no mesmo dia um travesseiro e uma vassoura o travesseiro chegou antes do prazo a vassoura que a entrega é pelos correio não chegou ate agora o correio não tem responsabilidade ",2018-05-25 00:00:00,2018-06-04 20:09:10,utilidades_domesticas,56.0,623.0,3.0,900.0,38.0,9.0,21.0,housewares,housewares
14cb3b3caf8abdd2361971932a664cf5,20c5793de26452510ca4dd8d6d27ddbd,delivered,2017-11-05 13:43:51,2017-11-05 13:55:53,2017-11-07 17:13:53,2017-11-23 19:59:11,2017-11-28,2017-11,18.0,1.0,c92f0e7b9d49a9543558d6532772441b,5dceca129747e92ff8ef7a997dc4f8ca,2017-11-09 13:55:23,147.9,78.06,1.0,credit_card,1.0,225.96,c254f2b0d236edce4e98b7e10ac396d6,1.0,,O zíper veio com defeito.,2017-11-24 00:00:00,2017-11-24 15:15:10,malas_acessorios,48.0,485.0,5.0,17550.0,73.0,20.0,47.0,luggage_accessories,luggage_accessories
3ef2e89270f0cb8a5461840c19c713c2,3ab2e37cdcb21e030531f957ebf7037d,delivered,2018-08-18 11:57:34,2018-08-18 12:10:47,2018-08-22 05:13:00,2018-08-30 05:04:09,2018-09-03,2018-08,11.0,1.0,d48782d1a53a65a84d63efd6aabd4f03,f1b93673502375d491780bb49d615dbc,2018-08-30 12:10:47,177.9,18.46,1.0,credit_card,9.0,196.36,50fe826b2d58d9ee972bf4dc278cf211,5.0,,,2018-08-30 00:00:00,2018-09-02 01:57:25,construcao_ferramentas_construcao,38.0,409.0,2.0,8817.0,43.0,24.0,47.0,construction_tools_construction,construction_tools_construction
b72ec6f8875de6599a06f6bc2ca456f7,cf8b62888bfc40a25e1fa6f34ad8d2d6,delivered,2018-06-18 15:56:54,2018-06-18 16:41:13,2018-06-19 14:13:00,2018-06-25 20:34:44,2018-07-12,2018-06,7.0,1.0,cd00226b5a6c74c899d42c8a1114d7ff,f326006815956455b2859abd58fe7e39,2018-06-22 16:41:13,59.9,14.0,1.0,credit_card,2.0,73.9,aa7225f3533d45645782a2c4c6ed721b,4.0,Muito bom,"Adorei o produto ",2018-06-26 00:00:00,2018-07-01 02:32:34,construcao_ferramentas_construcao,60.0,1636.0,4.0,600.0,62.0,12.0,12.0,construction_tools_construction,construction_tools_construction
dbe0b2da93e4487aef10a366e1aa6efe,23e88ee909789107edba129499a41e22,delivered,2017-07-12 07:44:44,2017-07-12 08:03:19,2017-07-13 02:05:44,2017-07-19 14:53:34,2017-08-01,2017-07,7.0,1.0,dacde5ab7bf7b2163220279b65389393,7722b1df1b0e383e000397b2c11e3e19,2017-07-18 08:03:19,59.9,11.92,1.0,credit_card,1.0,71.82,5ad9b01080c2b03de46f0bed1efbb87b,5.0,,,2017-07-20 00:00:00,2017-07-20 20:40:27,utilidades_domesticas,47.0,896.0,1.0,400.0,20.0,15.0,16.0,housewares,housewares
bbb7e3b704844468f580cf9f68b0ddd5,c79a8458c63c18d441ea3a4430211eb1,delivered,2018-07-09 16:51:25,2018-07-11 03:06:05,2018-07-11 15:03:00,2018-07-12 20:32:26,2018-07-18,2018-07,3.0,1.0,8123e87dd3112536d2f0856287158c8e,16090f2ca825584b5a147ab24aa30c86,2018-07-13 03:06:05,66.49,8.21,1.0,boleto,1.0,74.7,665f42f69f5e7ee22f49e2aa9bd5d7b9,4.0,,,2018-07-13 00:00:00,2018-07-14 00:23:53,automotivo,47.0,3241.0,2.0,100.0,18.0,17.0,15.0,auto,auto
542ba8266da1910cd2215aea677465e6,02dc555ff9dbfd338f0206448408c8cf,delivered,2017-12-05 19:05:00,2017-12-05 19:30:48,2017-12-06 21:17:12,2017-12-10 14:17:14,2017-12-28,2017-12,4.0,1.0,da1c125a132133be2843076977091223,527801b552d0077ffd170872eb49683b,2017-12-11 19:30:31,66.9,13.49,1.0,credit_card,1.0,80.39,be2ce4418c668e06bbee2164373ce09d,5.0,,"Entrega rápida, ainda ao comecei a ler a trilogia.",2017-12-11 00:00:00,2017-12-11 16:58:33,livros_interesse_geral,33.0,1252.0,1.0,1400.0,17.0,25.0,11.0,books_general_interest,books_general_interest
50bc77ecaaa29748406a1e7fe4fe22fb,e5560d6c017f8554674633d6e42feb3f,delivered,2017-06-27 11:14:14,2017-06-27 11:50:16,2017-06-28 14:37:52,2017-07-03 14:19:30,2017-07-10,2017-06,6.0,1.0,b30d7b0adcdc4a117f455472548155ec,d91fb3b7d041e83b64a00a3edfb37e4f,2017-07-03 11:50:16,104.0,10.14,1.0,credit_card,5.0,114.14,2a6ef0dafa90e034f17a99c53c203d39,5.0,,Era o que prescisava,2017-07-04 00:00:00,2017-07-04 23:42:25,eletrodomesticos,60.0,1014.0,4.0,150.0,30.0,10.0,15.0,home_appliances,home_appliances
a982fa6447231167540497f3084efea4,404ac566795a813df33daf72f98594cf,delivered,2017-12-07 07:18:12,2017-12-07 07:30:00,2017-12-11 17:25:04,2017-12-14 18:24:59,2017-12-26,2017-12,7.0,1.0,b1d207586fca400a2370d50a9ba1da98,1ca7077d890b907f89be8c954a02686a,2017-12-13 07:30:00,149.0,8.3,1.0,credit_card,4.0,157.3,a690de38a4acc8a9fc21a11b1ff65d6b,4.0,,,2017-12-15 00:00:00,2017-12-16 09:11:21,unknown,,,,350.0,16.0,4.0,11.0,,unknown
122d77201f2281c9420f54d73240b310,17123dccf4003deea7415632427c9b49,delivered,2018-01-27 20:48:45,2018-01-27 21:17:07,2018-01-29 23:09:19,2018-01-30 21:13:09,2018-02-14,2018-01,3.0,1.0,c72edc98e7d77f0c4c04ec80730c05f5,5b925e1d006e9476d738aa200751b73b,2018-02-01 21:17:07,69.0,11.73,1.0,credit_card,3.0,80.73,39511a8128d337def36dba8e476325d7,2.0,,O produto entregue é diferente do produto anunciado. Quero meu dinheiro de vta. Quero fazer a devolucao do item,2018-02-03 00:00:00,2018-02-05 23:10:29,esporte_lazer,18.0,370.0,1.0,700.0,26.0,14.0,24.0,sports_leisure,sports_leisure
e005be792ff63719b707213974186c8d,851847baa2edb97deb7a8f7fc0c7df21,invoiced,2018-05-10 16:58:03,2018-05-10 17:15:14,,,2018-05-29,2018-05,,1.0,0d009643171aee696f4733340bc2fdd0,7178f9f4dd81dcef02f62acdf8151e01,2018-05-23 17:15:14,275.0,23.48,1.0,credit_card,8.0,298.48,5692138b2611fd5dbce89885a8039c03,1.0,"Não recebimento ",Não recebi o produto,2018-05-31 00:00:00,2018-05-31 12:08:24,perfumaria,52.0,150.0,1.0,422.0,21.0,16.0,18.0,perfumery,perfumery
d9e44c3fd2ce16086619f299e92e12d8,213573df8c484028f3492fa3548074da,delivered,2017-05-06 20:11:10,2017-05-06 20:22:14,2017-05-10 10:08:52,2017-05-17 17:34:14,2017-06-02,2017-05,10.0,1.0,28b5fef7b6d63771e9784bc68c783793,d91fb3b7d041e83b64a00a3edfb37e4f,2017-05-11 20:22:14,35.0,16.11,1.0,credit_card,1.0,51.11,0655af56f10bc3ef8e3810610828f294,5.0,,"Muito rápido a entrega ",2017-05-18 00:00:00,2017-05-19 19:15:22,eletrodomesticos,60.0,564.0,1.0,1500.0,65.0,8.0,38.0,home_appliances,home_appliances
d9e44c3fd2ce16086619f299e92e12d8,213573df8c484028f3492fa3548074da,delivered,2017-05-06 20:11:10,2017-05-06 20:22:14,2017-05-10 10:08:52,2017-05-17 17:34:14,2017-06-02,2017-05,10.0,1.0,28b5fef7b6d63771e9784bc68c783793,d91fb3b7d041e83b64a00a3edfb37e4f,2017-05-11 20:22:14,35.0,16.11,1.0,credit_card,1.0,51.11,4219a80ab469e3fc9901437b73da3f75,5.0,,Muito rápido a entrega!!!,2017-05-18 00:00:00,2017-05-19 19:12:36,eletrodomesticos,60.0,564.0,1.0,1500.0,65.0,8.0,38.0,home_appliances,home_appliances
0bb9de1ada893b1bb35472e2bc19cdd4,d0485f6114ffc58117a0f1086fd80af5,delivered,2017-07-25 14:53:37,2017-07-26 10:45:12,2017-07-26 18:15:43,2017-07-27 20:02:45,2017-08-14,2017-07,2.0,1.0,43f911ac50adc19a96cd523ade4e7cca,620c87c171fb2a6dd6e8bb4dec959fc6,2017-08-01 10:45:12,49.9,12.35,1.0,credit_card,3.0,62.25,610cfdb138815e571a1a23b4352bfbf5,4.0,,"Produto de qualidade, veio super bem embalado e chegou super rápido, muito antes do prazo!",2017-07-28 00:00:00,2017-07-31 16:15:19,beleza_saude,58.0,963.0,1.0,1617.0,19.0,15.0,18.0,health_beauty,health_beauty
