order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_month,delivery_time_days,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,payment_sequential,payment_type,payment_installments,payment_value,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english,product_category
35d971e053ae2a9d79f26918b35c65a3,0e27562cb35ddcd081de10400d14b38b,delivered,2017-12-06 12:24:12,2017-12-06 12:33:26,2017-12-06 20:29:49,2017-12-13 20:14:41,2018-01-08,2017-12,7.0,1.0,72d6074ef5c81ec3102b3f2a052c5f49,edb1ef5e36e0c8cd84eb3c9b003e486d,2017-12-12 12:33:26,139.65,34.78,1.0,credit_card,2.0,174.43,c5a284cc388d9a7af1dc155894e4c25b,5.0,,,2017-12-14 00:00:00,2017-12-15 13:54:23,beleza_saude,50.0,216.0,2.0,50.0,20.0,15.0,15.0,health_beauty,health_beauty
67181f4e71a741e7693f8546045a40f9,c750ac5874b242f3af515c5fdb389834,delivered,2018-05-19 09:21:47,2018-05-19 09:39:50,2018-05-21 14:41:00,2018-06-07 14:28:36,2018-06-18,2018-05,19.0,1.0,67bd616e1ba0d3d3e8545f3113b0140d,e9779976487b77c6d4ac45f75ec7afe9,2018-05-25 09:31:35,14.49,22.06,1.0,credit_card,1.0,36.55,6936410c98d9be44937296029cd2406a,5.0,,,2018-06-08 00:00:00,2018-06-08 18:29:21,beleza_saude,57.0,3153.0,1.0,300.0,18.0,18.0,18.0,health_beauty,health_beauty
83329d0539a9b3f087f05db119bee0d6,c8881515a45dd6f97054f6501441e421,delivered,2018-08-14 17:49:36,2018-08-14 18:35:18,2018-08-15 13:55:00,2018-09-11 00:37:34,2018-08-24,2018-08,27.0,1.0,826990bc0af28681bde1dcd66a336763,ea67327e24487bdfac5fbfa37ea124df,2018-08-16 18:35:18,139.99,41.96,1.0,credit_card,12.0,181.95,876b6410109272fbe90c3cf4b4763939,1.0,Não recomendo,"Não recebi o produto até o momento. Sempre compro na lannister e as entregas costumam ser antes do prazo, mas desta vez, infelizmente, não cumpriram o prazo.",2018-08-26 00:00:00,2018-08-26 08:34:12,cama_mesa_banho,56.0,473.0,2.0,3733.0,37.0,16.0,19.0,bed_bath_table,bed_bath_table
aaf3296abd366f76ed7d26fe0ea4cdaf,6ea6833bafd5a01be6aad92305a57e9e,delivered,2018-02-12 03:28:04,2018-02-12 04:20:20,2018-02-14 22:42:26,2018-02-27 18:22:38,2018-03-07,2018-02,15.0,1.0,44d097d59e8430f88a67517cd0c4f865,6560211a19b47992c3666cc44a7e94c0,2018-02-16 04:20:20,69.0,14.23,1.0,credit_card,3.0,83.23,cb88828d86387f72a7b7c9d6a045def7,5.0,,,2018-02-28 00:00:00,2018-02-28 22:05:27,fashion_bolsas_e_acessorios,55.0,151.0,6.0,350.0,16.0,2.0,20.0,fashion_bags_accessories,fashion_bags_accessories
fab28f3d1cfbe171566884703d82682e,87bd31960d1a15744a96ea9fc9a95b8c,delivered,2018-04-21 09:18:13,2018-04-24 18:25:30,2018-04-23 23:35:37,2018-04-24 15:28:41,2018-05-04,2018-04,3.0,1.0,d2f5484cbffe4ca766301b21ab9246dd,36a968b544695394e4e9d7572688598f,2018-04-26 09:30:40,12.88,7.87,1.0,credit_card,1.0,20.75,173c513610be22551081da7a13087ba1,5.0,,,2018-04-25 00:00:00,2018-04-25 19:43:10,informatica_acessorios,51.0,448.0,1.0,180.0,16.0,9.0,16.0,computers_accessories,computers_accessories
7b70ed12304671aecd4d8fef24017f5b,b020bda0edc442d4eb31de615f27db01,delivered,2018-06-05 10:21:06,2018-06-05 14:31:30,2018-06-08 15:05:00,2018-06-21 21:38:23,2018-07-23,2018-06,16.0,1.0,21ee06f7fd37a6fe4841865339411674,7ade73f1b9b4e965f9009a4c3a7e2c15,2018-06-13 10:35:17,39.0,18.23,1.0,credit_card,3.0,57.23,986c400e435bd4bfbdc4dc892da39f8b,5.0,super recomento,Produto muito bom chegou em perfeitas condições,2018-06-22 00:00:00,2018-06-23 12:28:01,informatica_acessorios,55.0,1119.0,4.0,200.0,25.0,8.0,20.0,computers_accessories,computers_accessories
66ea949bccf5b81da9cf52b48be222ce,14640d8ed2e2913c23c7fe7b959c505d,delivered,2018-06-01 16:35:17,2018-06-05 04:31:01,2018-06-06 12:42:00,2018-06-12 22:25:52,2018-07-23,2018-06,11.0,1.0,29ea1bc54f78267f6e85b9c99c93e12a,0b35c634521043bf4b47e21547b99ab5,2018-06-13 04:30:33,298.0,65.24,1.0,boleto,1.0,363.24,402c113eca7f8249fbaaae583b6f7e86,5.0,Como eu queria...,ótimo,2018-06-13 00:00:00,2018-06-14 10:42:26,construcao_ferramentas_construcao,58.0,339.0,1.0,7100.0,29.0,8.0,29.0,construction_tools_construction,construction_tools_construction
9ad0a499e1f35f8609a2dd4ad6c203ca,ba918f303c01fdb6620798b7d144d9ba,delivered,2018-04-11 11:25:31,2018-04-11 11:50:14,2018-04-11 21:12:58,2018-04-17 19:18:30,2018-04-27,2018-04,6.0,1.0,867b820367ec206b38a357f2c12454b7,5c3460cd3e8a984382ae254e7dd20d9f,2018-04-17 11:50:14,37.47,12.79,1.0,boleto,1.0,50.26,201709ad30e9f3588e32e08cc55feab2,5.0,,,2018-04-18 00:00:00,2018-04-20 18:58:34,bebes,40.0,811.0,3.0,200.0,38.0,8.0,38.0,baby,baby
b04860f9f7889ebd859a225e5fbaf743,5c2ad7712ef84e3eeb0fdc51818edb62,delivered,2018-06-20 09:34:37,2018-06-21 04:36:17,2018-06-22 10:53:00,2018-06-26 01:22:11,2018-07-04,2018-06,5.0,1.0,f6e6c65001237d8ad94691b224e17753,d6b1ce66b035a475f00c017792ff9769,2018-06-26 04:36:17,169.99,12.92,1.0,boleto,1.0,365.82,9315cd68ba0001afc679114845e04fed,5.0,"super recomendo ",Produto muito bom e bonito satisfeita !!!,2018-06-26 00:00:00,2018-07-03 09:33:19,moveis_decoracao,41.0,1001.0,1.0,1300.0,17.0,27.0,17.0,furniture_decor,furniture_decor
b04860f9f7889ebd859a225e5fbaf743,5c2ad7712ef84e3eeb0fdc51818edb62,delivered,2018-06-20 09:34:37,2018-06-21 04:36:17,2018-06-22 10:53:00,2018-06-26 01:22:11,2018-07-04,2018-06,5.0,2.0,f6e6c65001237d8ad94691b224e17753,d6b1ce66b035a475f00c017792ff9769,2018-06-26 04:36:17,169.99,12.92,1.0,boleto,1.0,365.82,9315cd68ba0001afc679114845e04fed,5.0,"super recomendo ",Produto muito bom e bonito satisfeita !!!,2018-06-26 00:00:00,2018-07-03 09:33:19,moveis_decoracao,41.0,1001.0,1.0,1300.0,17.0,27.0,17.0,furniture_decor,furniture_decor
